/home/vijay/.local/lib/python3.10/site-packages/bitsandbytes/autograd/_functions.py:316: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.4051, 'grad_norm': 0.18987905979156494, 'learning_rate': 1.0000000000000002e-06, 'epoch': 0.0017857142857142857}
{'loss': 0.983, 'grad_norm': 0.34805452823638916, 'learning_rate': 7.7e-05, 'epoch': 0.1375}
{'loss': 1.0044, 'grad_norm': 0.3965905010700226, 'learning_rate': 7.800000000000001e-05, 'epoch': 0.1392857142857143}
{'loss': 1.0124, 'grad_norm': 0.3401721119880676, 'learning_rate': 7.900000000000001e-05, 'epoch': 0.14107142857142857}
{'loss': 0.9828, 'grad_norm': 0.3251487612724304, 'learning_rate': 8e-05, 'epoch': 0.14285714285714285}
{'loss': 0.9661, 'grad_norm': 0.32497072219848633, 'learning_rate': 8.1e-05, 'epoch': 0.14464285714285716}
{'loss': 0.9662, 'grad_norm': 0.31141969561576843, 'learning_rate': 8.2e-05, 'epoch': 0.14642857142857144}
{'loss': 0.9653, 'grad_norm': 0.33844226598739624, 'learning_rate': 8.3e-05, 'epoch': 0.14821428571428572}
{'loss': 0.8799, 'grad_norm': 0.29568126797676086, 'learning_rate': 8.4e-05, 'epoch': 0.15}
{'loss': 0.8726, 'grad_norm': 0.3058699071407318, 'learning_rate': 8.5e-05, 'epoch': 0.15178571428571427}
{'loss': 0.9018, 'grad_norm': 0.30667543411254883, 'learning_rate': 8.6e-05, 'epoch': 0.15357142857142858}
{'loss': 0.8493, 'grad_norm': 0.4475756883621216, 'learning_rate': 8.7e-05, 'epoch': 0.15535714285714286}
{'loss': 0.9715, 'grad_norm': 0.3036727011203766, 'learning_rate': 8.800000000000001e-05, 'epoch': 0.15714285714285714}
{'loss': 0.894, 'grad_norm': 0.3136582374572754, 'learning_rate': 8.900000000000001e-05, 'epoch': 0.15892857142857142}
{'loss': 0.9215, 'grad_norm': 0.30599451065063477, 'learning_rate': 9e-05, 'epoch': 0.16071428571428573}
{'loss': 0.8788, 'grad_norm': 0.31703612208366394, 'learning_rate': 9.1e-05, 'epoch': 0.1625}
{'loss': 0.9439, 'grad_norm': 0.3326167166233063, 'learning_rate': 9.200000000000001e-05, 'epoch': 0.16428571428571428}
{'loss': 0.8829, 'grad_norm': 0.3920244872570038, 'learning_rate': 9.300000000000001e-05, 'epoch': 0.16607142857142856}
{'loss': 0.915, 'grad_norm': 0.7681068181991577, 'learning_rate': 9.4e-05, 'epoch': 0.16785714285714284}
{'loss': 0.9806, 'grad_norm': 0.3216935098171234, 'learning_rate': 9.5e-05, 'epoch': 0.16964285714285715}
{'loss': 0.9158, 'grad_norm': 0.3735159933567047, 'learning_rate': 9.6e-05, 'epoch': 0.17142857142857143}
{'loss': 0.961, 'grad_norm': 0.3289288878440857, 'learning_rate': 9.7e-05, 'epoch': 0.1732142857142857}
{'loss': 0.8374, 'grad_norm': 0.30023306608200073, 'learning_rate': 9.8e-05, 'epoch': 0.175}
{'loss': 0.8707, 'grad_norm': 0.3747306764125824, 'learning_rate': 9.900000000000001e-05, 'epoch': 0.1767857142857143}
{'loss': 0.9507, 'grad_norm': 0.3413108289241791, 'learning_rate': 0.0001, 'epoch': 0.17857142857142858}
{'loss': 0.8468, 'grad_norm': 0.3301315903663635, 'learning_rate': 9.999383162408304e-05, 'epoch': 0.18035714285714285}
{'loss': 0.8585, 'grad_norm': 0.47245970368385315, 'learning_rate': 9.997532801828658e-05, 'epoch': 0.18214285714285713}
{'loss': 0.9468, 'grad_norm': 0.3318711519241333, 'learning_rate': 9.994449374809851e-05, 'epoch': 0.18392857142857144}
{'loss': 0.8698, 'grad_norm': 0.2927396595478058, 'learning_rate': 9.990133642141359e-05, 'epoch': 0.18571428571428572}
{'loss': 0.9561, 'grad_norm': 0.280501127243042, 'learning_rate': 9.98458666866564e-05, 'epoch': 0.1875}
{'loss': 0.8972, 'grad_norm': 0.3753345012664795, 'learning_rate': 9.977809823015401e-05, 'epoch': 0.18928571428571428}
{'loss': 0.9337, 'grad_norm': 0.3813548982143402, 'learning_rate': 9.9698047772759e-05, 'epoch': 0.19107142857142856}
{'loss': 0.9456, 'grad_norm': 0.2897574305534363, 'learning_rate': 9.96057350657239e-05, 'epoch': 0.19285714285714287}
{'loss': 0.8691, 'grad_norm': 0.2774125039577484, 'learning_rate': 9.950118288582788e-05, 'epoch': 0.19464285714285715}
{'loss': 0.9259, 'grad_norm': 0.431113600730896, 'learning_rate': 9.938441702975689e-05, 'epoch': 0.19642857142857142}
{'loss': 0.8742, 'grad_norm': 0.38460299372673035, 'learning_rate': 9.92554663077387e-05, 'epoch': 0.1982142857142857}
{'loss': 0.8135, 'grad_norm': 0.27341458201408386, 'learning_rate': 9.911436253643445e-05, 'epoch': 0.2}
{'loss': 0.8911, 'grad_norm': 0.3237573206424713, 'learning_rate': 9.896114053108829e-05, 'epoch': 0.2017857142857143}
{'loss': 1.015, 'grad_norm': 0.34292811155319214, 'learning_rate': 9.879583809693738e-05, 'epoch': 0.20357142857142857}
{'loss': 0.8469, 'grad_norm': 0.3082128167152405, 'learning_rate': 9.861849601988383e-05, 'epoch': 0.20535714285714285}
{'loss': 0.8606, 'grad_norm': 0.298154354095459, 'learning_rate': 9.842915805643155e-05, 'epoch': 0.20714285714285716}
{'loss': 0.8565, 'grad_norm': 0.31432414054870605, 'learning_rate': 9.822787092288991e-05, 'epoch': 0.20892857142857144}
{'loss': 0.8379, 'grad_norm': 0.262696772813797, 'learning_rate': 9.801468428384716e-05, 'epoch': 0.21071428571428572}
{'loss': 0.9332, 'grad_norm': 0.37260329723358154, 'learning_rate': 9.778965073991651e-05, 'epoch': 0.2125}
{'loss': 0.9821, 'grad_norm': 0.29273784160614014, 'learning_rate': 9.755282581475769e-05, 'epoch': 0.21428571428571427}
{'loss': 0.8685, 'grad_norm': 0.28948140144348145, 'learning_rate': 9.730426794137727e-05, 'epoch': 0.21607142857142858}
{'loss': 0.9222, 'grad_norm': 0.38036036491394043, 'learning_rate': 9.704403844771128e-05, 'epoch': 0.21785714285714286}
{'loss': 0.9286, 'grad_norm': 0.3266807794570923, 'learning_rate': 9.677220154149337e-05, 'epoch': 0.21964285714285714}
{'loss': 0.8213, 'grad_norm': 0.3345511257648468, 'learning_rate': 9.648882429441257e-05, 'epoch': 0.22142857142857142}
{'loss': 0.932, 'grad_norm': 0.32184717059135437, 'learning_rate': 9.619397662556435e-05, 'epoch': 0.22321428571428573}
{'loss': 0.9036, 'grad_norm': 0.2607133984565735, 'learning_rate': 9.588773128419906e-05, 'epoch': 0.225}
{'loss': 0.8471, 'grad_norm': 0.27507907152175903, 'learning_rate': 9.557016383177227e-05, 'epoch': 0.22678571428571428}
{'loss': 0.8652, 'grad_norm': 0.2752918004989624, 'learning_rate': 9.524135262330098e-05, 'epoch': 0.22857142857142856}
/home/vijay/.local/lib/python3.10/site-packages/trl/trainer/utils.py:508: UserWarning: The dataset reached end and the iterator is reset to the start.
  warnings.warn("The dataset reached end and the iterator is reset to the start.")
{'loss': 0.8931, 'grad_norm': 0.3170751929283142, 'learning_rate': 9.490137878803079e-05, 'epoch': 0.23035714285714284}
{'loss': 0.8758, 'grad_norm': 0.3303324282169342, 'learning_rate': 9.45503262094184e-05, 'epoch': 0.23214285714285715}
{'loss': 0.9386, 'grad_norm': 0.29490646719932556, 'learning_rate': 9.418828150443469e-05, 'epoch': 0.23392857142857143}
{'loss': 0.9056, 'grad_norm': 0.9155434966087341, 'learning_rate': 9.381533400219318e-05, 'epoch': 0.2357142857142857}
{'loss': 0.8811, 'grad_norm': 0.2577110230922699, 'learning_rate': 9.343157572190957e-05, 'epoch': 0.2375}
{'loss': 0.9527, 'grad_norm': 0.28019261360168457, 'learning_rate': 9.30371013501972e-05, 'epoch': 0.2392857142857143}
{'loss': 0.7759, 'grad_norm': 0.2496170699596405, 'learning_rate': 9.263200821770461e-05, 'epoch': 0.24107142857142858}
{'loss': 0.8411, 'grad_norm': 0.2517840564250946, 'learning_rate': 9.221639627510076e-05, 'epoch': 0.24285714285714285}
{'loss': 0.8756, 'grad_norm': 0.2660849094390869, 'learning_rate': 9.179036806841353e-05, 'epoch': 0.24464285714285713}
{'loss': 0.8792, 'grad_norm': 0.3688380718231201, 'learning_rate': 9.135402871372808e-05, 'epoch': 0.24642857142857144}
{'loss': 0.819, 'grad_norm': 0.25371408462524414, 'learning_rate': 9.090748587125118e-05, 'epoch': 0.24821428571428572}
{'loss': 0.9089, 'grad_norm': 0.32083722949028015, 'learning_rate': 9.045084971874738e-05, 'epoch': 0.25}
{'loss': 0.9161, 'grad_norm': 0.28363558650016785, 'learning_rate': 8.998423292435454e-05, 'epoch': 0.2517857142857143}
{'loss': 0.863, 'grad_norm': 0.28044015169143677, 'learning_rate': 8.950775061878453e-05, 'epoch': 0.25357142857142856}
{'loss': 0.9024, 'grad_norm': 0.2978728115558624, 'learning_rate': 8.90215203669165e-05, 'epoch': 0.25535714285714284}
{'loss': 0.9096, 'grad_norm': 0.2673373818397522, 'learning_rate': 8.852566213878947e-05, 'epoch': 0.2571428571428571}
{'loss': 0.9239, 'grad_norm': 0.2796732783317566, 'learning_rate': 8.802029828000156e-05, 'epoch': 0.25892857142857145}
{'loss': 0.8482, 'grad_norm': 0.2834285497665405, 'learning_rate': 8.750555348152298e-05, 'epoch': 0.26071428571428573}
{'loss': 0.8778, 'grad_norm': 0.2434525340795517, 'learning_rate': 8.69815547489305e-05, 'epoch': 0.2625}
{'loss': 0.8151, 'grad_norm': 1.6501542329788208, 'learning_rate': 8.644843137107059e-05, 'epoch': 0.2642857142857143}
{'loss': 0.861, 'grad_norm': 0.2822219133377075, 'learning_rate': 8.590631488815944e-05, 'epoch': 0.26607142857142857}
{'loss': 0.9091, 'grad_norm': 0.2698631286621094, 'learning_rate': 8.535533905932738e-05, 'epoch': 0.26785714285714285}
{'loss': 0.8582, 'grad_norm': 6.175350189208984, 'learning_rate': 8.479563982961571e-05, 'epoch': 0.26964285714285713}
{'loss': 0.8019, 'grad_norm': 1.136043906211853, 'learning_rate': 8.422735529643444e-05, 'epoch': 0.2714285714285714}
{'loss': 0.8289, 'grad_norm': 0.29333144426345825, 'learning_rate': 8.365062567548867e-05, 'epoch': 0.2732142857142857}
{'loss': 0.8403, 'grad_norm': 0.23769499361515045, 'learning_rate': 8.306559326618259e-05, 'epoch': 0.275}
{'loss': 0.9397, 'grad_norm': 0.2769941985607147, 'learning_rate': 8.247240241650918e-05, 'epoch': 0.2767857142857143}
{'loss': 0.7549, 'grad_norm': 0.3104562759399414, 'learning_rate': 8.18711994874345e-05, 'epoch': 0.2785714285714286}
{'loss': 0.8441, 'grad_norm': 0.31026095151901245, 'learning_rate': 8.126213281678528e-05, 'epoch': 0.28035714285714286}
{'loss': 0.9148, 'grad_norm': 0.2775149345397949, 'learning_rate': 8.064535268264883e-05, 'epoch': 0.28214285714285714}
{'loss': 0.7878, 'grad_norm': 0.7313177585601807, 'learning_rate': 8.002101126629421e-05, 'epoch': 0.2839285714285714}
{'loss': 0.9145, 'grad_norm': 0.2543111741542816, 'learning_rate': 7.938926261462366e-05, 'epoch': 0.2857142857142857}
{'loss': 0.9298, 'grad_norm': 0.2942950129508972, 'learning_rate': 7.875026260216393e-05, 'epoch': 0.2875}
{'loss': 0.9036, 'grad_norm': 0.3142867386341095, 'learning_rate': 7.810416889260653e-05, 'epoch': 0.2892857142857143}
{'loss': 0.9328, 'grad_norm': 0.2879580557346344, 'learning_rate': 7.74511408999066e-05, 'epoch': 0.2910714285714286}
{'loss': 0.8739, 'grad_norm': 0.27622678875923157, 'learning_rate': 7.679133974894983e-05, 'epoch': 0.29285714285714287}
{'loss': 0.8692, 'grad_norm': 0.2624199688434601, 'learning_rate': 7.612492823579745e-05, 'epoch': 0.29464285714285715}
{'loss': 0.883, 'grad_norm': 0.24474689364433289, 'learning_rate': 7.545207078751857e-05, 'epoch': 0.29642857142857143}
{'loss': 0.9503, 'grad_norm': 0.2606975734233856, 'learning_rate': 7.477293342162039e-05, 'epoch': 0.2982142857142857}
{'loss': 0.8261, 'grad_norm': 0.2791450023651123, 'learning_rate': 7.408768370508576e-05, 'epoch': 0.3}
{'loss': 0.8175, 'grad_norm': 0.2653616964817047, 'learning_rate': 7.339649071302867e-05, 'epoch': 0.30178571428571427}
{'loss': 0.8436, 'grad_norm': 0.2556914985179901, 'learning_rate': 7.269952498697734e-05, 'epoch': 0.30357142857142855}
{'loss': 0.9514, 'grad_norm': 0.2680051922798157, 'learning_rate': 7.199695849279576e-05, 'epoch': 0.3053571428571429}
{'loss': 0.8448, 'grad_norm': 0.24342580139636993, 'learning_rate': 7.128896457825364e-05, 'epoch': 0.30714285714285716}
{'loss': 0.8321, 'grad_norm': 1.113464117050171, 'learning_rate': 7.057571793025544e-05, 'epoch': 0.30892857142857144}
{'loss': 0.9327, 'grad_norm': 0.26569807529449463, 'learning_rate': 6.985739453173903e-05, 'epoch': 0.3107142857142857}
{'loss': 0.8269, 'grad_norm': 0.2536143362522125, 'learning_rate': 6.91341716182545e-05, 'epoch': 0.3125}
{'loss': 0.862, 'grad_norm': 0.2948176860809326, 'learning_rate': 6.840622763423391e-05, 'epoch': 0.3142857142857143}
{'loss': 0.8352, 'grad_norm': 0.2615509629249573, 'learning_rate': 6.767374218896286e-05, 'epoch': 0.31607142857142856}
{'loss': 0.8726, 'grad_norm': 0.2596498429775238, 'learning_rate': 6.693689601226458e-05, 'epoch': 0.31785714285714284}
{'loss': 0.7641, 'grad_norm': 0.25221922993659973, 'learning_rate': 6.619587090990748e-05, 'epoch': 0.3196428571428571}
{'loss': 0.9758, 'grad_norm': 0.27500858902931213, 'learning_rate': 6.545084971874738e-05, 'epoch': 0.32142857142857145}
{'loss': 0.9161, 'grad_norm': 0.28303858637809753, 'learning_rate': 6.47020162616152e-05, 'epoch': 0.32321428571428573}
{'loss': 0.9033, 'grad_norm': 0.3001768887042999, 'learning_rate': 6.394955530196147e-05, 'epoch': 0.325}
{'loss': 0.9993, 'grad_norm': 0.27911481261253357, 'learning_rate': 6.319365249826865e-05, 'epoch': 0.3267857142857143}
{'loss': 0.8463, 'grad_norm': 0.2541600167751312, 'learning_rate': 6.243449435824276e-05, 'epoch': 0.32857142857142857}
{'loss': 0.8989, 'grad_norm': 0.2527586817741394, 'learning_rate': 6.167226819279528e-05, 'epoch': 0.33035714285714285}
{'loss': 0.9135, 'grad_norm': 0.28096839785575867, 'learning_rate': 6.090716206982714e-05, 'epoch': 0.33214285714285713}
{'loss': 0.8431, 'grad_norm': 0.3814808428287506, 'learning_rate': 6.0139364767825626e-05, 'epoch': 0.3339285714285714}
{'loss': 0.8881, 'grad_norm': 0.26034125685691833, 'learning_rate': 5.9369065729286245e-05, 'epoch': 0.3357142857142857}
{'loss': 0.8173, 'grad_norm': 0.2523306608200073, 'learning_rate': 5.859645501397048e-05, 'epoch': 0.3375}
{'loss': 0.8331, 'grad_norm': 0.2488493174314499, 'learning_rate': 5.782172325201155e-05, 'epoch': 0.3392857142857143}
{'loss': 0.8899, 'grad_norm': 0.28174737095832825, 'learning_rate': 5.7045061596879134e-05, 'epoch': 0.3410714285714286}
{'loss': 0.928, 'grad_norm': 0.2727092206478119, 'learning_rate': 5.6266661678215216e-05, 'epoch': 0.34285714285714286}
{'loss': 0.8422, 'grad_norm': 0.302229106426239, 'learning_rate': 5.548671555455226e-05, 'epoch': 0.34464285714285714}
{'loss': 0.7842, 'grad_norm': 0.23927615582942963, 'learning_rate': 5.470541566592573e-05, 'epoch': 0.3464285714285714}
{'loss': 0.8236, 'grad_norm': 0.22522546350955963, 'learning_rate': 5.392295478639225e-05, 'epoch': 0.3482142857142857}
{'loss': 0.8507, 'grad_norm': 0.25003716349601746, 'learning_rate': 5.313952597646568e-05, 'epoch': 0.35}
{'loss': 0.9152, 'grad_norm': 0.2917870879173279, 'learning_rate': 5.235532253548213e-05, 'epoch': 0.3517857142857143}
{'loss': 0.8944, 'grad_norm': 0.28277793526649475, 'learning_rate': 5.157053795390642e-05, 'epoch': 0.3535714285714286}
{'loss': 0.8408, 'grad_norm': 0.27192920446395874, 'learning_rate': 5.078536586559104e-05, 'epoch': 0.35535714285714287}
{'loss': 0.8808, 'grad_norm': 0.24197156727313995, 'learning_rate': 5e-05, 'epoch': 0.35714285714285715}
{'loss': 0.861, 'grad_norm': 0.2755790054798126, 'learning_rate': 4.921463413440898e-05, 'epoch': 0.35892857142857143}
{'loss': 0.8931, 'grad_norm': 0.3399817645549774, 'learning_rate': 4.8429462046093585e-05, 'epoch': 0.3607142857142857}
{'loss': 0.9016, 'grad_norm': 0.23990097641944885, 'learning_rate': 4.7644677464517874e-05, 'epoch': 0.3625}
{'loss': 0.8938, 'grad_norm': 0.2811865508556366, 'learning_rate': 4.6860474023534335e-05, 'epoch': 0.36428571428571427}
{'loss': 0.819, 'grad_norm': 0.24159784615039825, 'learning_rate': 4.607704521360776e-05, 'epoch': 0.36607142857142855}
{'loss': 0.8944, 'grad_norm': 0.27001768350601196, 'learning_rate': 4.529458433407429e-05, 'epoch': 0.3678571428571429}
{'loss': 0.9397, 'grad_norm': 0.27336931228637695, 'learning_rate': 4.451328444544774e-05, 'epoch': 0.36964285714285716}
{'loss': 0.8172, 'grad_norm': 0.24913977086544037, 'learning_rate': 4.373333832178478e-05, 'epoch': 0.37142857142857144}
{'loss': 0.8412, 'grad_norm': 0.2482604682445526, 'learning_rate': 4.295493840312087e-05, 'epoch': 0.3732142857142857}
{'loss': 0.8202, 'grad_norm': 0.22442740201950073, 'learning_rate': 4.2178276747988446e-05, 'epoch': 0.375}
{'loss': 0.847, 'grad_norm': 0.22122780978679657, 'learning_rate': 4.140354498602952e-05, 'epoch': 0.3767857142857143}
{'loss': 0.9451, 'grad_norm': 0.250089555978775, 'learning_rate': 4.063093427071376e-05, 'epoch': 0.37857142857142856}
